medal date,medal type,medal code, Player name,gender,country
06-08-24,Bronze Medal,3,RICHARDSON Lewis,Male,Great Britain
06-08-24,Bronze Medal,3,KYZAIBAY Nazym,Female,Kazakhstan
06-08-24,Bronze Medal,3,VILLEGAS Aira,Female,Philippines
06-08-24,Gold Medal,1,HARRINGTON Kellie,Female,Ireland
06-08-24,Silver Medal,2,YANG Wenlu,Female,China
06-08-24,Bronze Medal,3,SUWANNAPHENG Janjaem,Female,Thailand
06-08-24,Bronze Medal,3,CHEN Nien Chin,Female,Chinese Taipei
06-08-24,Gold Medal,1,QUAN Hongchan,Female,China
06-08-24,Silver Medal,2,CHEN Yuxi,Female,China
06-08-24,Bronze Medal,3,KIM Mi Rae,Female,DPR Korea
06-08-24,Gold Medal,1,KUKUK Christian,Male,Germany
06-08-24,Silver Medal,2,GUERDAT Steve,Male,Switzerland
06-08-24,Bronze Medal,3,van der VLEUTEN Maikel,Male,Netherlands
06-08-24,Gold Medal,1,TREW Arisa,Female,Australia
06-08-24,Silver Medal,2,HIRAKI Cocona,Female,Japan
06-08-24,Bronze Medal,3,BROWN Sky,Female,Great Britain
06-08-24,Gold Medal,1,LOPEZ NUNEZ Mijain,Male,Cuba
06-08-24,Silver Medal,2,ACOSTA FERNANDEZ Yasmani,Male,Chile
06-08-24,Bronze Medal,3,MIRZAZADEH Amin,Male,IR Iran
06-08-24,Bronze Medal,3,MENG Lingzhe,Male,China
06-08-24,Gold Medal,1,FUMITA Kenichiro,Male,Japan
06-08-24,Silver Medal,2,CAO Liguo,Male,China
06-08-24,Bronze Medal,3,SHARSHENBEKOV Zholaman,Male,Kyrgyzstan
06-08-24,Bronze Medal,3,RI Se Ung,Male,DPR Korea
06-08-24,Gold Medal,1,ELOR Amit,Female,United States
06-08-24,Silver Medal,2,ZHUMANAZAROVA Meerim,Female,Kyrgyzstan
06-08-24,Bronze Medal,3,CAVUSOGLU TOSUN Buse,Female,Türkiye
06-08-24,Bronze Medal,3,OZAKI Nonoka,Female,Japan
07-08-24,Gold Medal,1,EL BAKKALI Soufiane,Male,Morocco
07-08-24,Silver Medal,2,ROOKS Kenneth,Male,United States
07-08-24,Bronze Medal,3,KIBIWOT Abraham,Male,Kenya
07-08-24,Gold Medal,1,HALL Quincy,Male,United States
07-08-24,Silver Medal,2,HUDSON-SMITH Matthew,Male,Great Britain
07-08-24,Bronze Medal,3,SAMUKONGA Muzala,Male,Zambia
07-08-24,Gold Medal,1,STONA Roje,Male,Jamaica
07-08-24,Silver Medal,2,ALEKNA Mykolas,Male,Lithuania
07-08-24,Bronze Medal,3,DENNY Matthew,Male,Australia
07-08-24,Gold Medal,1,KENNEDY Nina,Female,Australia
07-08-24,Silver Medal,2,MOON Katie,Female,United States
07-08-24,Bronze Medal,3,NEWMAN Alysha,Female,Canada
07-08-24,Bronze Medal,3,TIAFACK Nelvie Raman,Male,Germany
07-08-24,Bronze Medal,3,ABOUDOU MOINDZE Djamili-Dini,Male,France
07-08-24,Gold Medal,1,ALVAREZ BORGES Erislandy,Male,Cuba
07-08-24,Silver Medal,2,OUMIHA Sofiane,Male,France
07-08-24,Gold Medal,1,KHYZHNIAK Oleksandr,Male,Ukraine
07-08-24,Silver Medal,2,ORALBAY Nurbek,Male,Kazakhstan
07-08-24,Bronze Medal,3,YILDIZ KAHRAMAN Esra,Female,Türkiye
07-08-24,Bronze Medal,3,PETECIO Nesthy,Female,Philippines
07-08-24,Gold Medal,1,WEARN Matt,Male,Australia
07-08-24,Silver Medal,2,KONTIDES Pavlos,Male,Cyprus
07-08-24,Bronze Medal,3,PESCHIERA Stefano,Male,Peru
07-08-24,Gold Medal,1,BOUWMEESTER Marit,Female,Netherlands
07-08-24,Silver Medal,2,RINDOM Anne-Marie,Female,Denmark
07-08-24,Bronze Medal,3,HOEST Line Flem,Female,Norway
07-08-24,Gold Medal,1,PALMER Keegan,Male,Australia
07-08-24,Silver Medal,2,SCHAAR Tom,Male,United States
07-08-24,Bronze Medal,3,AKIO Augusto,Male,Brazil
07-08-24,Gold Medal,1,MIROSLAW Aleksandra,Female,Poland
07-08-24,Silver Medal,2,DENG Lijuan,Female,China
07-08-24,Bronze Medal,3,KALUCKA Aleksandra,Female,Poland
07-08-24,Gold Medal,1,PARK Taejoon,Male,Korea
07-08-24,Silver Medal,2,MAGOMEDOV Gashim,Male,Azerbaijan
07-08-24,Bronze Medal,3,RAVET Cyrian,Male,France
07-08-24,Bronze Medal,3,JENDOUBI Mohamed Khalil,Male,Tunisia
07-08-24,Gold Medal,1,WONGPATTANAKIT Panipak,Female,Thailand
07-08-24,Silver Medal,2,GUO Qing,Female,China
07-08-24,Bronze Medal,3,NEMATZADEH Mobina,Female,IR Iran
07-08-24,Bronze Medal,3,STOJKOVIC Lena,Female,Croatia
07-08-24,Gold Medal,1,LI Fabin,Male,China
07-08-24,Silver Medal,2,SILACHAI Theerapong,Male,Thailand
07-08-24,Bronze Medal,3,MORRIS Hampton,Male,United States
07-08-24,Gold Medal,1,HOU Zhihui,Female,China
07-08-24,Silver Medal,2,CAMBEI Mihaela Valentina,Female,Romania
07-08-24,Bronze Medal,3,KHAMBAO Surodchana,Female,Thailand
07-08-24,Gold Medal,1,KUSAKA Nao,Male,Japan
07-08-24,Silver Medal,2,ZHADRAYEV Demeu,Male,Kazakhstan
07-08-24,Bronze Medal,3,AMOYAN Malkhas,Male,Armenia
07-08-24,Bronze Medal,3,MAKHMUDOV Akzhol,Male,Kyrgyzstan
07-08-24,Gold Medal,1,SARAVI Mohammadhadi,Male,IR Iran
07-08-24,Silver Medal,2,ALEKSANYAN Artur,Male,Armenia
07-08-24,Bronze Medal,3,ROSILLO KINDELAN Gabriel Alejandro,Male,Cuba
07-08-24,Bronze Medal,3,DZHUZUPBEKOV Uzur,Male,Kyrgyzstan
07-08-24,Gold Medal,1,HILDEBRANDT Sarah Ann,Female,United States
07-08-24,Silver Medal,2,GUZMAN LOPEZ Yusneylis,Female,Cuba
07-08-24,Bronze Medal,3,SUSAKI Yui,Female,Japan
07-08-24,Bronze Medal,3,FENG Ziqi,Female,China
08-08-24,Gold Medal,1,HOLLOWAY Grant,Male,United States
08-08-24,Silver Medal,2,ROBERTS Daniel,Male,United States
08-08-24,Bronze Medal,3,BROADBELL Rasheed,Male,Jamaica
08-08-24,Gold Medal,1,TEBOGO Letsile,Male,Botswana
08-08-24,Silver Medal,2,BEDNAREK Kenneth,Male,United States
08-08-24,Bronze Medal,3,LYLES Noah,Male,United States
08-08-24,Gold Medal,1,NADEEM Arshad,Male,Pakistan
08-08-24,Silver Medal,2,CHOPRA Neeraj,Male,India
08-08-24,Bronze Medal,3,PETERS Anderson,Male,Grenada
08-08-24,Gold Medal,1,McLAUGHLIN-LEVRONE Sydney,Female,United States
08-08-24,Silver Medal,2,COCKRELL Anna,Female,United States
08-08-24,Bronze Medal,3,BOL Femke,Female,Netherlands
08-08-24,Gold Medal,1,DAVIS-WOODHALL Tara,Female,United States
08-08-24,Silver Medal,2,MIHAMBO Malaika,Female,Germany
08-08-24,Bronze Medal,3,MOORE Jasmine,Female,United States
08-08-24,Gold Medal,1,DUSMATOV Hasanboy,Male,Uzbekistan
08-08-24,Silver Medal,2,BENNAMA Billal,Male,France
08-08-24,Bronze Medal,3,SENIOR Charlie,Male,Australia
08-08-24,Bronze Medal,3,IBANEZ DIAZ Javier,Male,Bulgaria
08-08-24,Gold Medal,1,CHANG Yuan,Female,China
08-08-24,Silver Medal,2,AKBAS Hatice,Female,Türkiye
08-08-24,Bronze Medal,3,PARKER Caitlin,Female,Australia
08-08-24,Bronze Medal,3,DJANKEU NGAMBA Cindy Winner,Female,EOR
08-08-24,Gold Medal,1,THOMAS Benjamin,Male,France
08-08-24,Silver Medal,2,LEITAO Iuri,Male,Portugal
08-08-24,Bronze Medal,3,van den BOSSCHE Fabio,Male,Belgium
08-08-24,Gold Medal,1,ANDREWS Ellesse,Female,New Zealand
08-08-24,Silver Medal,2,van de WOUW Hetty,Female,Netherlands
08-08-24,Bronze Medal,3,FINUCANE Emma,Female,Great Britain
08-08-24,Gold Medal,1,XIE Siyi,Male,China
08-08-24,Silver Medal,2,WANG Zongyuan,Male,China
08-08-24,Bronze Medal,3,OLVERA IBARRA Osmar,Male,Mexico
08-08-24,Gold Medal,1,van ROUWENDAAL Sharon,Female,Netherlands
08-08-24,Silver Medal,2,JOHNSON Moesha,Female,Australia
08-08-24,Bronze Medal,3,TADDEUCCI Ginevra,Female,Italy
08-08-24,Gold Medal,1,ALDRIDGE Eleanor,Female,Great Britain
08-08-24,Silver Medal,2,NOLOT Lauriane,Female,France
08-08-24,Bronze Medal,3,LAMMERTS Annelous,Female,Netherlands
08-08-24,Gold Medal,1,LEONARDO Veddriq,Male,Indonesia
08-08-24,Silver Medal,2,WU Peng,Male,China
08-08-24,Bronze Medal,3,WATSON Sam,Male,United States
08-08-24,Gold Medal,1,RASHITOV Ulugbek,Male,Uzbekistan
08-08-24,Silver Medal,2,KAREEM Zaid,Male,Jordan
08-08-24,Bronze Medal,3,LIANG Yushuai,Male,China
08-08-24,Bronze Medal,3,PONTES Edival,Male,Brazil
08-08-24,Gold Medal,1,KIM Yujin,Female,Korea
08-08-24,Silver Medal,2,KIYANICHANDEH Nahid,Female,IR Iran
08-08-24,Bronze Medal,3,PARK Skylar,Female,Canada
08-08-24,Bronze Medal,3,KIMIA Alizadeh,Female,Bulgaria
08-08-24,Gold Medal,1,JUNIANSYAH Rizki,Male,Indonesia
08-08-24,Silver Medal,2,WICHUMA Weeraphon,Male,Thailand
08-08-24,Bronze Medal,3,ANDREEV Bozhidar Dimitrov,Male,Bulgaria
08-08-24,Gold Medal,1,LUO Shifang,Female,China
08-08-24,Silver Medal,2,CHARRON Maude,Female,Canada
08-08-24,Bronze Medal,3,KUO Hsing-Chun,Female,Chinese Taipei
08-08-24,Gold Medal,1,ESMAEILI LEIVESI Saeid,Male,IR Iran
08-08-24,Silver Medal,2,NASIBOV Parviz,Male,Ukraine
08-08-24,Bronze Medal,3,JAFAROV Hasrat,Male,Azerbaijan
08-08-24,Bronze Medal,3,ORTA SANCHEZ Luis Alberto,Male,Cuba
08-08-24,Gold Medal,1,NOVIKOV Semen Sergeevich,Male,Bulgaria
08-08-24,Silver Medal,2,MOHMADIPIANI Alireza,Male,IR Iran
08-08-24,Bronze Medal,3,BELENIUK Zhan,Male,Ukraine
08-08-24,Bronze Medal,3,BISULTANOV Turpal Ali,Male,Denmark
08-08-24,Gold Medal,1,FUJINAMI Akari,Female,Japan
08-08-24,Silver Medal,2,YEPEZ GUZMAN Lucia Yamileth,Female,Ecuador
08-08-24,Bronze Medal,3,CHOE Hyo Gyong,Female,DPR Korea
08-08-24,Bronze Medal,3,PANG Qianyu,Female,China
09-08-24,Gold Medal,1,BENJAMIN Rai,Male,United States
09-08-24,Silver Medal,2,WARHOLM Karsten,Male,Norway
09-08-24,Bronze Medal,3,dos SANTOS Alison,Male,Brazil
09-08-24,Gold Medal,1,DIAZ FORTUN Jordan Alejandro,Male,Spain
09-08-24,Silver Medal,2,PICHARDO Pedro,Male,Portugal
09-08-24,Bronze Medal,3,DIAZ HERNANDEZ Andy,Male,Italy
09-08-24,Gold Medal,1,CHEBET Beatrice,Female,Kenya
09-08-24,Silver Medal,2,BATTOCLETTI Nadia,Female,Italy
09-08-24,Bronze Medal,3,HASSAN Sifan,Female,Netherlands
09-08-24,Gold Medal,1,PAULINO Marileidy,Female,Dominican Republic
09-08-24,Silver Medal,2,NASER Salwa Eid,Female,Bahrain
09-08-24,Bronze Medal,3,KACZMAREK Natalia,Female,Poland
09-08-24,Gold Medal,1,OGUNLEYE Yemisi,Female,Germany
09-08-24,Silver Medal,2,WESCHE Maddison-Lee,Female,New Zealand
09-08-24,Bronze Medal,3,SONG Jiayuan,Female,China
09-08-24,Gold Medal,1,MUYDINKHUJAEV Asadkhuja,Male,Uzbekistan
09-08-24,Silver Medal,2,VERDE ALVAREZ Marco Alonso,Male,Mexico
09-08-24,Gold Medal,1,MULLOJONOV Lazizbek,Male,Uzbekistan
09-08-24,Silver Medal,2,ALFONSO DOMINGUEZ Loren Berto,Male,Azerbaijan
09-08-24,Gold Medal,1,WU Yu,Female,China
09-08-24,Silver Medal,2,CAKIROGLU Buse Naz,Female,Türkiye
09-08-24,Gold Medal,1,KHELIF Imane,Female,Algeria
09-08-24,Silver Medal,2,YANG Liu,Female,China
09-08-24,Gold Medal,1,AMI,Female,Japan
09-08-24,Silver Medal,2,NICKA,Female,Lithuania
09-08-24,Bronze Medal,3,671,Female,China
09-08-24,Gold Medal,1,FUKSA Martin,Male,Czechia
09-08-24,Silver Medal,2,QUEIROZ Isaquias,Male,Brazil
09-08-24,Bronze Medal,3,TARNOVSCHI Serghei,Male,Republic of Moldova
09-08-24,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands
09-08-24,Silver Medal,2,RICHARDSON Matthew,Male,Australia
09-08-24,Bronze Medal,3,CARLIN Jack,Male,Great Britain
09-08-24,Gold Medal,1,CHEN Yiwen,Female,China
09-08-24,Silver Medal,2,KEENEY Maddison,Female,Australia
09-08-24,Bronze Medal,3,CHANG Yani,Female,China
09-08-24,Gold Medal,1,RASOVSZKY Kristof,Male,Hungary
09-08-24,Silver Medal,2,KLEMET Oliver,Male,Germany
09-08-24,Bronze Medal,3,BETLEHEM David,Male,Hungary
09-08-24,Gold Medal,1,BONTUS Valentin,Male,Austria
09-08-24,Silver Medal,2,VODISEK Toni,Male,Slovenia
09-08-24,Bronze Medal,3,MAEDER Maximilian,Male,Singapore
09-08-24,Gold Medal,1,ROBERTS Toby,Male,Great Britain
09-08-24,Silver Medal,2,ANRAKU Sorato,Male,Japan
09-08-24,Bronze Medal,3,SCHUBERT Jakob,Male,Austria
09-08-24,Gold Medal,1,KATOUSSI Firas,Male,Tunisia
09-08-24,Silver Medal,2,BARKHORDARI Mehran,Male,IR Iran
09-08-24,Bronze Medal,3,ALESSIO Simone,Male,Italy
09-08-24,Bronze Medal,3,HRNIC Edi,Male,Denmark
09-08-24,Gold Medal,1,MARTON Viviana,Female,Hungary
09-08-24,Silver Medal,2,PERISIC Aleksandra,Female,Serbia
09-08-24,Bronze Medal,3,TEACHOUT Kristina,Female,United States
09-08-24,Bronze Medal,3,CHAARI Sarah,Female,Belgium
09-08-24,Gold Medal,1,NASAR Karlos May,Male,Bulgaria
09-08-24,Silver Medal,2,LOPEZ Yeison,Male,Colombia
09-08-24,Bronze Medal,3,PIZZOLATO Antonino,Male,Italy
09-08-24,Gold Medal,1,REEVES Olivia,Female,United States
09-08-24,Silver Medal,2,SANCHEZ Mari Leivis,Female,Colombia
09-08-24,Bronze Medal,3,PALACIOS DAJOMES Angie Paola,Female,Ecuador
09-08-24,Gold Medal,1,HIGUCHI Rei,Male,Japan
09-08-24,Silver Medal,2,LEE Spencer Richard,Male,United States
09-08-24,Bronze Medal,3,AMAN Aman,Male,India
09-08-24,Bronze Medal,3,ABDULLAEV Gulomjon,Male,Uzbekistan
09-08-24,Gold Medal,1,RAMAZANOV Magomed Eldarovitch,Male,Bulgaria
09-08-24,Silver Medal,2,YAZDANICHARATI Hassan,Male,IR Iran
09-08-24,Bronze Medal,3,BROOKS Aaron Marquel,Male,United States
09-08-24,Bronze Medal,3,KURUGLIEV Dauren,Male,Greece
09-08-24,Gold Medal,1,SAKURAI Tsugumi,Female,Japan
09-08-24,Silver Medal,2,NICHITA Anastasia,Female,Republic of Moldova
09-08-24,Bronze Medal,3,MAROULIS Helen Louise,Female,United States
09-08-24,Bronze Medal,3,HONG Kexin,Female,China
10-08-24,Gold Medal,1,INGEBRIGTSEN Jakob,Male,Norway
10-08-24,Silver Medal,2,KWEMOI Ronald,Male,Kenya
10-08-24,Bronze Medal,3,FISHER Grant,Male,United States
10-08-24,Gold Medal,1,WANYONYI Emmanuel,Male,Kenya
10-08-24,Silver Medal,2,AROP Marco,Male,Canada
10-08-24,Bronze Medal,3,SEDJATI Djamel,Male,Algeria
10-08-24,Gold Medal,1,KERR Hamish,Male,New Zealand
10-08-24,Silver Medal,2,McEWEN Shelby,Male,United States
10-08-24,Bronze Medal,3,BARSHIM Mutaz Essa,Male,Qatar
10-08-24,Gold Medal,1,TOLA Tamirat,Male,Ethiopia
10-08-24,Silver Medal,2,ABDI Bashir,Male,Belgium
10-08-24,Bronze Medal,3,KIPRUTO Benson,Male,Kenya
10-08-24,Gold Medal,1,RUSSELL Masai,Female,United States
10-08-24,Silver Medal,2,SAMBA-MAYELA Cyrena,Female,France
10-08-24,Bronze Medal,3,CAMACHO-QUINN Jasmine,Female,Puerto Rico
10-08-24,Gold Medal,1,KIPYEGON Faith,Female,Kenya
10-08-24,Silver Medal,2,HULL Jessica,Female,Australia
10-08-24,Bronze Medal,3,BELL Georgia,Female,Great Britain
10-08-24,Gold Medal,1,KITAGUCHI Haruka,Female,Japan
10-08-24,Silver Medal,2,van DYK Jo-Ane,Female,South Africa
10-08-24,Bronze Medal,3,OGRODNIKOVA Nikola,Female,Czechia
10-08-24,Gold Medal,1,JALOLOV Bakhodir,Male,Uzbekistan
10-08-24,Silver Medal,2,GHADFA DRISSI EL AISSAOUI Ayoub,Male,Spain
10-08-24,Gold Medal,1,KHALOKOV Abdumalik,Male,Uzbekistan
10-08-24,Silver Medal,2,SEIITBEK UULU Munarbek,Male,Kyrgyzstan
10-08-24,Gold Medal,1,LIN Yu Ting,Female,Chinese Taipei
10-08-24,Silver Medal,2,SZEREMETA Julia,Female,Poland
10-08-24,Gold Medal,1,LI Qian,Female,China
10-08-24,Silver Medal,2,BYLON Atheyna Bibeichi,Female,Panama
10-08-24,Gold Medal,1,PHIL WIZARD,Male,Canada
10-08-24,Silver Medal,2,DANY DANN,Male,France
10-08-24,Bronze Medal,3,VICTOR,Male,United States
10-08-24,Gold Medal,1,DOSTAL Josef,Male,Czechia
10-08-24,Silver Medal,2,VARGA Adam,Male,Hungary
10-08-24,Bronze Medal,3,KOPASZ Balint,Male,Hungary
10-08-24,Gold Medal,1,VINCENT Katie,Female,Canada
10-08-24,Silver Medal,2,HARRISON Nevin,Female,United States
10-08-24,Bronze Medal,3,CIRILO DUBOYS Yarisleidis,Female,Cuba
10-08-24,Gold Medal,1,CARRINGTON Lisa,Female,New Zealand
10-08-24,Silver Medal,2,CSIPES Tamara,Female,Hungary
10-08-24,Bronze Medal,3,JORGENSEN Emma Aastrand,Female,Denmark
10-08-24,Gold Medal,1,CAO Yuan,Male,China
10-08-24,Silver Medal,2,TAMAI Rikuto,Male,Japan
10-08-24,Bronze Medal,3,WILLIAMS Noah,Male,Great Britain
10-08-24,Gold Medal,1,KO Lydia,Female,New Zealand
10-08-24,Silver Medal,2,HENSELEIT Esther,Female,Germany
10-08-24,Bronze Medal,3,LIN Xiyu Janet,Female,China
10-08-24,Gold Medal,1,ELGENDY Ahmed,Male,Egypt
10-08-24,Silver Medal,2,SATO Taishu,Male,Japan
10-08-24,Bronze Medal,3,MALAN Giorgio,Male,Italy
10-08-24,Gold Medal,1,GARNBRET Janja,Female,Slovenia
10-08-24,Silver Medal,2,RABOUTOU Brooke,Female,United States
10-08-24,Bronze Medal,3,PILZ Jessica,Female,Austria
10-08-24,Gold Medal,1,SALIMI Arian,Male,IR Iran
10-08-24,Silver Medal,2,CUNNINGHAM Caden,Male,Great Britain
10-08-24,Bronze Medal,3,ALBA Rafael,Male,Cuba
10-08-24,Bronze Medal,3,CISSE Cheick Sallah,Male,Côte d'Ivoire
10-08-24,Gold Medal,1,LAURIN Althea,Female,France
10-08-24,Silver Medal,2,OSIPOVA Svetlana,Female,Uzbekistan
10-08-24,Bronze Medal,3,LEE Dabin,Female,Korea
10-08-24,Bronze Medal,3,KUS AYDIN Nafia,Female,Türkiye
10-08-24,Gold Medal,1,TALAKHADZE Lasha,Male,Georgia
10-08-24,Silver Medal,2,LALAYAN Varazdat,Male,Armenia
10-08-24,Bronze Medal,3,MINASYAN Gor,Male,Bahrain
10-08-24,Gold Medal,1,LIU Huanhua,Male,China
10-08-24,Silver Medal,2,DJURAEV Akbar,Male,Uzbekistan
10-08-24,Bronze Medal,3,TSIKHANTSOU Yauheni,Male,AIN
10-08-24,Gold Medal,1,KOANDA Solfrid Eila Amena,Female,Norway
10-08-24,Silver Medal,2,AHMED Sara,Female,Egypt
10-08-24,Bronze Medal,3,DAJOMES BARRERA Neisi Patricia,Female,Ecuador
10-08-24,Gold Medal,1,PETRIASHVILI Geno,Male,Georgia
10-08-24,Silver Medal,2,ZARE Amir Hossein,Male,IR Iran
10-08-24,Bronze Medal,3,AKGUL Taha,Male,Türkiye
10-08-24,Bronze Medal,3,MESHVILDISHVILI Giorgi,Male,Azerbaijan
10-08-24,Gold Medal,1,JAMALOV Razambek Salambekovitch,Male,Uzbekistan
10-08-24,Silver Medal,2,TAKATANI Daichi,Male,Japan
10-08-24,Bronze Medal,3,DAKE Kyle Douglas,Male,United States
10-08-24,Bronze Medal,3,VALIEV Chermen,Male,Albania
10-08-24,Gold Medal,1,MOTOKI Sakura,Female,Japan
10-08-24,Silver Medal,2,KOLIADENKO Iryna,Female,Ukraine
10-08-24,Bronze Medal,3,TYNYBEKOVA Aisuluu,Female,Kyrgyzstan
10-08-24,Bronze Medal,3,BULLEN Grace Jacob,Female,Norway
11-08-24,Gold Medal,1,HASSAN Sifan,Female,Netherlands
11-08-24,Silver Medal,2,ASSEFA Tigst,Female,Ethiopia
11-08-24,Bronze Medal,3,OBIRI Hellen,Female,Kenya
11-08-24,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands
11-08-24,Silver Medal,2,RICHARDSON Matthew,Male,Australia
11-08-24,Bronze Medal,3,GLAETZER Matthew,Male,Australia
11-08-24,Gold Medal,1,VALENTE Jennifer,Female,United States
11-08-24,Silver Medal,2,PIKULIK Daria,Female,Poland
11-08-24,Bronze Medal,3,WOLLASTON Ally,Female,New Zealand
11-08-24,Gold Medal,1,ANDREWS Ellesse,Female,New Zealand
11-08-24,Silver Medal,2,FRIEDRICH Lea,Female,Germany
11-08-24,Bronze Medal,3,FINUCANE Emma,Female,Great Britain
11-08-24,Gold Medal,1,GULYAS Michelle,Female,Hungary
11-08-24,Silver Medal,2,CLOUVEL Elodie,Female,France
11-08-24,Bronze Medal,3,SEONG Seungmin,Female,Korea
11-08-24,Gold Medal,1,LI Wenwen,Female,China
11-08-24,Silver Medal,2,PARK Hyejeong,Female,Korea
11-08-24,Bronze Medal,3,CAMPBELL Emily,Female,Great Britain
11-08-24,Gold Medal,1,KIYOOKA Kotaro,Male,Japan
11-08-24,Silver Medal,2,AMOUZADKHALILI Rahman,Male,IR Iran
11-08-24,Bronze Medal,3,RIVERA Sebastian C,Male,Puerto Rico
11-08-24,Bronze Medal,3,DUDAEV Islam,Male,Albania
11-08-24,Gold Medal,1,TAZHUDINOV Akhmed,Male,Bahrain
11-08-24,Silver Medal,2,MATCHARASHVILI Givi,Male,Georgia
11-08-24,Bronze Medal,3,MAGOMEDOV Magomedkhan,Male,Azerbaijan
11-08-24,Bronze Medal,3,AZARPIRA Amirali,Male,IR Iran
11-08-24,Gold Medal,1,KAGAMI Yuka,Female,Japan
11-08-24,Silver Medal,2,BLADES Kennedy Alexis,Female,United States
11-08-24,Bronze Medal,3,MARIN POTRILLE Milaimy de la Carid,Female,Cuba
11-08-24,Bronze Medal,3,RENTERIA RENTERIA Tatiana,Female,Colombia
09-08-24,Gold Medal,1,VARFOLOMEEV Darja,Female,Germany
09-08-24,Silver Medal,2,KALEYN Boryana,Female,Bulgaria
09-08-24,Bronze Medal,3,RAFFAELI Sofia,Female,Italy
09-08-24,Gold Medal,1,THIAM Nafissatou,Female,Belgium
09-08-24,Silver Medal,2,JOHNSON-THOMPSON Katarina,Female,Great Britain
09-08-24,Bronze Medal,3,VIDTS Noor,Female,Belgium
27-07-24,Gold Medal,1,CHANG Yani,Female,China
27-07-24,Gold Medal,1,CHEN Yiwen,Female,China
27-07-24,Silver Medal,2,BACON Sarah,Female,United States
27-07-24,Silver Medal,2,COOK Kassidy,Female,United States
27-07-24,Bronze Medal,3,HARPER Yasmin,Female,Great Britain
27-07-24,Bronze Medal,3,MEW JENSEN Scarlett,Female,Great Britain
27-07-24,Gold Medal,1,PASQUET Varian,Male,France
27-07-24,Gold Medal,1,TIMO Andy,Male,France
27-07-24,Gold Medal,1,REBBADJ Rayan,Male,France
27-07-24,Gold Medal,1,FORNER Theo,Male,France
27-07-24,Gold Medal,1,PAREZ EDO MARTIN Stephen,Male,France
27-07-24,Gold Medal,1,RIVA Paulin,Male,France
27-07-24,Gold Medal,1,JOSEPH Jefferson-Lee,Male,France
27-07-24,Gold Medal,1,ZEGHDAR Antoine,Male,France
27-07-24,Gold Medal,1,GRANDIDIER NKANANG Aaron,Male,France
27-07-24,Gold Medal,1,BARRAQUE Jean Pascal,Male,France
27-07-24,Gold Medal,1,DUPONT Antoine,Male,France
27-07-24,Gold Medal,1,SEPHO Jordan,Male,France
27-07-24,Gold Medal,1,EPEE Nelson,Male,France
27-07-24,Silver Medal,2,NASOVA Joji,Male,Fiji
27-07-24,Silver Medal,2,TALACOLO Joseva,Male,Fiji
27-07-24,Silver Medal,2,MATANA Jeremaia,Male,Fiji
27-07-24,Silver Medal,2,MOCENACAGI Sevuloni,Male,Fiji
27-07-24,Silver Medal,2,BALEIWAIRIKI Iosefo,Male,Fiji
27-07-24,Silver Medal,2,LOGANIMASI Ponipate,Male,Fiji
27-07-24,Silver Medal,2,VEILAWA Terio Tamani,Male,Fiji
27-07-24,Silver Medal,2,NACUQU Waisea,Male,Fiji
27-07-24,Silver Medal,2,TUWAI Jerry,Male,Fiji
27-07-24,Silver Medal,2,TEBA Iowane,Male,Fiji
27-07-24,Silver Medal,2,RASAKU Kaminieli,Male,Fiji
27-07-24,Silver Medal,2,RAVUTAUMADA Selesitino,Male,Fiji
27-07-24,Silver Medal,2,JOSAIA Raisuqe,Male,Fiji
27-07-24,Silver Medal,2,SAUTURAGA Filipe,Male,Fiji
27-07-24,Bronze Medal,3,GROBBELAAR Christie,Male,South Africa
27-07-24,Bronze Medal,3,OOSTHUIZEN Ryan,Male,South Africa
27-07-24,Bronze Medal,3,VISSER Impi,Male,South Africa
27-07-24,Bronze Medal,3,DAVIDS Zain,Male,South Africa
27-07-24,Bronze Medal,3,NORTJE Quewin,Male,South Africa
27-07-24,Bronze Medal,3,PRETORIUS Tiaan,Male,South Africa
27-07-24,Bronze Medal,3,LEYDS Tristan,Male,South Africa
27-07-24,Bronze Medal,3,DAVIDS Selvyn,Male,South Africa
27-07-24,Bronze Medal,3,WILLIAMS Shaun,Male,South Africa
27-07-24,Bronze Medal,3,SPECMAN Rosko,Male,South Africa
27-07-24,Bronze Medal,3,SOYIZWAPI Siviwe,Male,South Africa
27-07-24,Bronze Medal,3,van WYK Shilton,Male,South Africa
27-07-24,Bronze Medal,3,BROWN Ronald,Male,South Africa
27-07-24,Gold Medal,1,HUANG Yuting,Female,China
27-07-24,Gold Medal,1,SHENG Lihao,Male,China
27-07-24,Silver Medal,2,KEUM Jihyeon,Female,Korea
27-07-24,Silver Medal,2,PARK Hajun,Male,Korea
27-07-24,Bronze Medal,3,LE Alexandra,Female,Kazakhstan
27-07-24,Bronze Medal,3,SATPAYEV Islam,Male,Kazakhstan
27-07-24,Gold Medal,1,HELD Ryan,Male,United States
27-07-24,Gold Medal,1,KING Matt,Male,United States
27-07-24,Gold Medal,1,ARMSTRONG Hunter,Male,United States
27-07-24,Gold Medal,1,DRESSEL Caeleb,Male,United States
27-07-24,Gold Medal,1,ALEXY Jack,Male,United States
27-07-24,Gold Medal,1,GUILIANO Chris,Male,United States
27-07-24,Silver Medal,2,CARTWRIGHT Jack,Male,Australia
